Region 	Source 	2MASS/SSTc2d 	RA 	Dec 	EDR3_plx 	EDR3_err_plx 	EDR3_RUWE 	EDR3_Dist_PPVII 	PM_EDR3_mas 	Disk 	Disk_Flag 	Observatory 	Freq_GHz 	Wavelength 	Beam_arcsec 	RMS_mJy/beam 	Survey_Ref 	Flux_mJy_Standardized 	Mdust_Mearth_Standardized 	Mdust_Mearth_PPVII 	Size_as 	eSize_as 	Hendler20_lR68 	Hendler20_R68_arcsec 	Hendler20_R68_au_DR3 	ref_spt 	Source_check 	Teff_HH14 	Lstar_DR3 	logLacc_DR3 	Mstar_B15_DR3 	logMacc_B15_DR3 	Mstar_S00_DR3 	logMacc_S00_DR3 	Mstar_Fei_DR3 	logMacc_Fei_DR3 	Mstar_PPVII 	logMacc_PPVII 	notes_Macc_PPVII
rOph 	J162755.2-242839 	J16275525-2428395 	16:27:55.200 	-24:28:39.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 1.97] 	[, 1.14] 	1.14 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162755.2-242839 	2860 	0.057 	-3.662 	0.079 	-9.975 	nan 	nan 	nan 	nan 	0.079 	-9.975 	<
rOph 	J162755.6-242618 	J16275558-2426179 	16:27:55.600 	-24:26:18.000 	7.5961 	0.0212 	1.399 	131.65 	[-9.112, -26.405] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 3.43] 	[, 1.79] 	1.79 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162755.6-242618 	3560 	0.323 	-1.379 	0.368 	-8.17 	0.3824 	-8.187 	0.39 	-8.19 	0.368 	-8.17 	--
rOph 	J162758.9-243515 	J16275889-2435144 	16:27:58.900 	-24:35:15.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.33] 	[, <0.19] 	<0.19 	[, ] 	[, ] 	-- 	-- 	-- 		J162758.9-243515 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162802.6-235504 	J16280256-2355035 	16:28:02.600 	-23:55:04.000 	7.0602 	0.0605 	1.016 	141.64 	[-7.016, -24.249] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.33] 	[, <0.20] 	<0.20 	[, ] 	[, ] 	-- 	-- 	-- 		J162802.6-235504 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162804.5-243448 	J16280455-2434484 	16:28:04.500 	-24:34:48.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.33] 	[, <0.19] 	<0.19 	[, ] 	[, ] 	-- 	-- 	-- 		J162804.5-243448 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162804.8-243710 	J16280478-2437100 	16:28:04.800 	-24:37:10.000 	5.3312 	1.1297 	1.341 	187.58 	[-7.631, -23.451] 	III 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.38] 	<0.38 	[, ] 	[, ] 	-- 	-- 	-- 		J162804.8-243710 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162804.8-245035 	J16280478-2450354 	16:28:04.800 	-24:50:35.000 	6.1472 	0.3829 	1.185 	162.68 	[-6.911, -25.452] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 0.93] 	[, 0.74] 	0.74 	[, ] 	[, ] 	-- 	-- 	-- 		J162804.8-245035 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162812.7-241136 	J16281271-2411355 	16:28:12.700 	-24:11:36.000 	7.2080 	0.4023 	1.159 	138.73 	[-5.951, -26.853] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 4.11] 	[, 2.38] 	2.38 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162812.7-241136 	3085 	0.095 	-2.347 	0.15 	-8.891 	0.1574 	-8.909 	0.13 	-8.82 	0.15 	-8.891 	--
rOph 	J162813.7-243139 	J16281370-2431391 	16:28:13.700 	-24:31:39.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 27.74] 	[, 16.11] 	16.11 	[, ] 	[, ] 	-- 	-- 	-- 		J162813.7-243139 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162813.8-243249 	J16281379-2432494 	16:28:13.800 	-24:32:49.000 	7.0842 	0.1708 	1.107 	141.16 	[-7.252, -24.496] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.33] 	[, <0.20] 	<0.20 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162813.8-243249 	3190 	0.22 	-2.605 	0.189 	-9.096 	0.2275 	-9.175 	0.19 	-9.1 	0.189 	-9.096 	<
rOph 	J162816.5-243658 	J16281650-2436579 	16:28:16.500 	-24:36:58.000 	7.4086 	0.0818 	0.967 	134.98 	[-6.928, -26.022] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 98.30] 	[, 53.83] 	53.83 	[, ] 	[, ] 	-- 	0.34 	45.8932 	Testi+22 	J162816.5-243658 	3085 	0.328 	-1.513 	nan 	nan 	0.2075 	-7.928 	nan 	nan 	0.2075 	-7.928 	--
rOph 	J162816.7-240514 	J16281673-2405142 	16:28:16.700 	-24:05:14.000 	7.2403 	0.0472 	1.031 	138.12 	[-7.474, -24.822] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 1.73] 	[, 0.99] 	0.99 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162816.7-240514 	4210 	0.972 	-1.882 	0.848 	-8.943 	0.9424 	-8.988 	0.76 	-8.89 	0.76 	-8.89 	--
rOph 	J162817.7-241705 	J16281773-2417050 	16:28:17.700 	-24:17:05.000 	7.8668 	0.9370 	1.150 	127.12 	[-4.626, -23.794] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 1.63] 	[, 0.79] 	0.79 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162817.7-241705 	2980 	0.028 	-99.08 	0.091 	-105.6 	0.1 	-105.6 	0.09 	-105.64 	0.091 	-105.6 	--
rOph 	J162821.5-242155 	J16282151-2421549 	16:28:21.500 	-24:21:55.000 	7.1833 	0.0907 	0.944 	139.21 	[-6.071, -24.361] 	III 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.21] 	<0.21 	[, ] 	[, ] 	-- 	-- 	-- 		J162821.5-242155 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162821.7-244247 	J16282170-2442471 	16:28:21.700 	-24:42:47.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 3.74] 	[, 2.17] 	2.17 	[, ] 	[, ] 	-- 	-- 	-- 		J162821.7-244247 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162823.3-242241 	J16282333-2422405 	16:28:23.300 	-24:22:41.000 	6.8116 	0.0981 	1.316 	146.81 	[-6.321, -23.965] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 16.96] 	[, 10.99] 	10.99 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162823.3-242241 	4210 	1.71 	-99 	0.805 	-105.9 	0.8974 	-105.9 	0.69 	-105.85 	0.69 	-105.85 	--
rOph 	J162832.7-242245 	J16283266-2422449 	16:28:32.700 	-24:22:45.000 	7.2414 	0.0305 	1.318 	138.09 	[-9.420, -28.139] 	III 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 0.40] 	[, 0.23] 	0.23 	[, ] 	[, ] 	-- 	-- 	-- 		J162832.7-242245 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162845.3-242819 b 	J16284527-2428190 	16:28:45.300 	-24:28:19.000 	8.6603 	0.5688 	30.871 	139 	[-10.409, -29.627] 	b 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 15.00] 	[, 8.71] 	8.71 	[, ] 	[, ] 	-- 	0.32 	44.48 	Testi+22 	J162845.3-242819 b 	3560 	0.81 	-98.54 	0.378 	-105.1 	0.3824 	-105.1 	0.33 	-105.08 	0.378 	-105.1 	--
rOph 	J162845.3-242819 	J16284527-2428190 	16:28:45.300 	-24:28:19.000 	8.6603 	0.5688 	30.871 	139 	[-10.409, -29.627] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 60.00] 	[, 34.84] 	34.84 	[, ] 	[, ] 	-- 	0.32 	44.48 	Testi+22 	J162845.3-242819 	3560 	0.81 	-98.54 	0.378 	-105.1 	0.3824 	-105.1 	0.33 	-105.08 	0.378 	-105.1 	--
rOph 	J162847.0-242814 	J16284703-2428138 	16:28:47.000 	-24:28:14.000 	7.5649 	0.1322 	1.104 	132.19 	[-9.300, -26.914] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 1.10] 	[, 0.58] 	0.58 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162847.0-242814 	2860 	0.017 	-99.05 	0.054 	-105.4 	nan 	nan 	nan 	nan 	0.054 	-105.4 	--
rOph 	J162848.7-242632 	J16284870-2426317 	16:28:48.700 	-24:26:32.000 	6.6971 	0.3243 	1.159 	149.32 	[-3.900, -26.805] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.39] 	[, <0.26] 	<0.26 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162848.7-242632 	2837 	0.008 	-99.05 	0.048 	-105.5 	nan 	nan 	nan 	nan 	0.048 	-105.5 	--
rOph 	J162854.1-244744 	J16285407-2447442 	16:28:54.100 	-24:47:44.000 	7.3279 	0.0554 	1.249 	136.46 	[-7.159, -25.376] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 13.55] 	[, 7.58] 	7.58 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162854.1-244744 	3640 	0.574 	-99.01 	0.396 	-105.7 	0.4275 	-105.7 	0.38 	-105.72 	0.396 	-105.7 	--
rOph 	J162856.0-233107 	J16285604-2331070 	16:28:56.000 	-23:31:07.000 	6.9705 	0.1309 	0.956 	143.46 	[-5.298, -26.310] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.42] 	[, <0.26] 	<0.26 	[, ] 	[, ] 	-- 	-- 	-- 		J162856.0-233107 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162856.9-243110 	J16285694-2431096 	16:28:56.900 	-24:31:10.000 	6.9757 	0.1155 	1.072 	143.35 	[-6.955, -25.597] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 1.81] 	[, 1.12] 	1.12 	[, ] 	[, ] 	-- 	-- 	-- 	Testi+22 	J162856.9-243110 	2920 	0.059 	-99.03 	0.092 	-105.4 	0.1 	-105.4 	0.09 	-105.41 	0.092 	-105.4 	--
rOph 	J162857.9-244055 	J16285786-2440549 	16:28:57.900 	-24:40:55.000 	-- 	-- 	-- 	139 	-- 	I 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 2.97] 	[, 1.72] 	1.72 	[, ] 	[, ] 	-- 	-- 	-- 		J162857.9-244055 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162903.2-242749 	J16290321-2427488 	16:29:03.200 	-24:27:49.000 	7.0970 	0.0907 	1.077 	140.90 	[-7.546, -27.837] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 1.27] 	[, 0.76] 	0.76 	[, ] 	[, ] 	-- 	-- 	-- 		J162903.2-242749 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162908.2-241547 	J16290822-2415467 	16:29:08.200 	-24:15:47.000 	7.1077 	0.2393 	1.099 	140.69 	[-7.042, -24.249] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 0.66] 	[, 0.39] 	0.39 	[, ] 	[, ] 	-- 	-- 	-- 		J162908.2-241547 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162935.1-243610 	J16293509-2436104 	16:29:35.100 	-24:36:10.000 	-- 	-- 	-- 	139 	-- 	III 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.21] 	<0.21 	[, ] 	[, ] 	-- 	-- 	-- 		J162935.1-243610 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162944.3-244122 	J16294427-2441218 	16:29:44.300 	-24:41:22.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, <0.48] 	[, <0.28] 	<0.28 	[, ] 	[, ] 	-- 	-- 	-- 		J162944.3-244122 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162948.3-233103 	J16294831-2331032 	16:29:48.300 	-23:31:03.000 	7.4910 	0.0968 	0.955 	133.49 	[-12.354, -24.499] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.19] 	<0.19 	[, ] 	[, ] 	-- 	-- 	-- 		J162948.3-233103 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J162954.6-245846 	J16295459-2458459 	16:29:54.600 	-24:58:46.000 	7.5622 	0.0317 	0.777 	132.24 	[-14.943, -25.439] 	III 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.19] 	<0.19 	[, ] 	[, ] 	-- 	-- 	-- 		J162954.6-245846 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163019.8-240256 	J16301976-2402563 	16:30:19.800 	-24:02:56.000 	6.7269 	0.1735 	1.043 	148.66 	[-10.153, -23.269] 	III 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.24] 	<0.24 	[, ] 	[, ] 	-- 	-- 	-- 		J163019.8-240256 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163020.0-233108 	J16302004-2331082 	16:30:20.000 	-23:31:08.000 	7.0717 	0.0452 	1.126 	141.41 	[-6.666, -25.413] 	III 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.22] 	<0.22 	[, ] 	[, ] 	-- 	-- 	-- 		J163020.0-233108 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163023.4-245416 	J16302339-2454161 	16:30:23.400 	-24:54:16.000 	7.0855 	0.0307 	1.142 	141.13 	[-4.986, -24.642] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 7.47] 	[, 4.47] 	4.47 	[, ] 	[, ] 	-- 	-- 	-- 		J163023.4-245416 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163026.7-235909 	J16302673-2359087 	16:30:26.700 	-23:59:09.000 	7.4142 	0.1194 	1.170 	134.88 	[-8.170, -28.154] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 3.19] 	[, 1.74] 	1.74 	[, ] 	[, ] 	-- 	-- 	-- 		J163026.7-235909 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163033.9-242806 	J16303390-2428062 	16:30:33.900 	-24:28:06.000 	6.8209 	0.0481 	1.068 	146.61 	[-6.304, -23.268] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.23] 	<0.23 	[, ] 	[, ] 	-- 	-- 	-- 		J163033.9-242806 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163053.5-242454 	J16305349-2424538 	16:30:53.500 	-24:24:54.000 	6.7415 	0.0787 	1.007 	148.33 	[-6.414, -23.470] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 1.35] 	[, 0.89] 	0.89 	[, ] 	[, ] 	-- 	-- 	-- 		J163053.5-242454 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163102.4-240843 	J16310240-2408431 	16:31:02.400 	-24:08:43.000 	7.5453 	0.0453 	0.993 	132.53 	[-6.284, -27.807] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.19] 	<0.19 	[, ] 	[, ] 	-- 	-- 	-- 		J163102.4-240843 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163105.2-240440 	J16310516-2404401 	16:31:05.200 	-24:04:40.000 	7.6453 	0.0200 	1.301 	130.80 	[-5.758, -26.493] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 1.43] 	[, 0.74] 	0.74 	[, ] 	[, ] 	-- 	-- 	-- 		J163105.2-240440 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163115.7-243402 	J16311574-2434022 	16:31:15.700 	-24:34:02.000 	5.9041 	0.3012 	6.231 	139 	[-5.565, -21.863] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 2.31] 	[, 1.34] 	1.34 	[, ] 	[, ] 	-- 	-- 	-- 		J163115.7-243402 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163129.2-240431 	J16312923-2404311 	16:31:29.200 	-24:04:31.000 	7.4870 	0.4334 	1.024 	133.56 	[-10.111, -29.853] 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 0.73] 	[, 0.39] 	0.39 	[, ] 	[, ] 	-- 	-- 	-- 		J163129.2-240431 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163130.9-242440 b 	J16313087-2424399 	16:31:30.900 	-24:24:40.000 	7.3572 	0.0962 	5.445 	139 	[-6.751, -24.229] 	b 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 3.24] 	[, 1.88] 	1.88 	[, ] 	[, ] 	-- 	-- 	-- 		J163130.9-242440 b 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163130.9-242440 	J16313087-2424399 	16:31:30.900 	-24:24:40.000 	7.3572 	0.0962 	5.445 	139 	[-6.751, -24.229] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 15.90] 	[, 9.23] 	9.23 	[, ] 	[, ] 	-- 	-- 	-- 		J163130.9-242440 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163131.2-242628 	J16313124-2426281 	16:31:31.200 	-24:26:28.000 	-- 	-- 	-- 	139 	-- 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 42.12] 	[, 24.46] 	24.46 	[, ] 	[, ] 	-- 	-- 	-- 		J163131.2-242628 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163133.4-242737 	J16313346-2427372 	16:31:33.400 	-24:27:37.000 	6.8343 	0.0227 	1.287 	146.32 	[-5.815, -24.191] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 84.87] 	[, 54.61] 	54.61 	[, ] 	[, ] 	-- 	0.42 	61.4544 		J163133.4-242737 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163133.8-240446 	J16313383-2404466 	16:31:33.800 	-24:04:46.000 	7.3127 	0.2119 	1.748 	136.75 	[-4.773, -25.981] 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 2.08] 	[, 1.17] 	1.17 	[, ] 	[, ] 	-- 	-- 	-- 		J163133.8-240446 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163134.1-240060 	J16313408-2400596 	16:31:34.100 	-24:01:00.000 	-- 	-- 	-- 	139 	-- 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, <0.36] 	[, <0.21] 	<0.21 	[, ] 	[, ] 	-- 	-- 	-- 		J163134.1-240060 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163134.3-240325 	J16313429-2403253 	16:31:34.300 	-24:03:25.000 	8.1021 	0.4672 	1.111 	123.42 	[-4.260, -26.761] 	F 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 0.65] 	[, 0.30] 	0.3 	[, ] 	[, ] 	-- 	-- 	-- 		J163134.3-240325 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163135.6-240129 	J16313565-2401294 	16:31:35.600 	-24:01:29.000 	-- 	-- 	-- 	139 	-- 	I 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 334.59] 	[, 194.28] 	194.28 	[, ] 	[, ] 	-- 	-- 	-- 		J163135.6-240129 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163136.8-240420 	J16313679-2404200 	16:31:36.800 	-24:04:20.000 	-- 	-- 	-- 	139 	-- 	I 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 13.35] 	[, 7.75] 	7.75 	[, ] 	[, ] 	-- 	-- 	-- 		J163136.8-240420 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163143.8-245525 	J16314375-2455245 	16:31:43.800 	-24:55:25.000 	6.6594 	1.0615 	1.205 	150.16 	[-7.731, -23.061] 	I 	0 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 9.55] 	[, 6.47] 	6.47 	[, ] 	[, ] 	-- 	-- 	-- 		J163143.8-245525 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163144.6-240213 	J16314457-2402129 	16:31:44.600 	-24:02:13.000 	7.5735 	0.5360 	1.165 	132.04 	[-6.498, -26.041] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.28x0.19] 	[, 0.15] 	[, C-W+2019] 	[, 8.71] 	[, 4.56] 	4.56 	[, ] 	[, ] 	-- 	-- 	-- 		J163144.6-240213 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163145.4-244307 	J16314538-2443071 	16:31:45.400 	-24:43:07.000 	6.9413 	0.0801 	1.021 	144.07 	[-5.327, -24.460] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 0.59] 	[, 0.37] 	0.37 	[, ] 	[, ] 	-- 	-- 	-- 		J163145.4-244307 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
rOph 	J163145.8-243909 	J16314581-2439089 	16:31:45.800 	-24:39:09.000 	6.6245 	0.2940 	1.237 	150.95 	[-6.008, -23.354] 	II 	1 	[, ALMA] 	[, 225.4] 	[, 1.33] 	[, 0.98x0.74] 	[, ??] 	[, C-W+2019] 	[, 1.89] 	[, 1.29] 	1.29 	[, ] 	[, ] 	-- 	-- 	-- 		J163145.8-243909 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
